train_loss,val_loss,train_acc,val_acc,precision,recall,f1
0.7115501165390015,0.6229057312011719,0.7767316102981567,0.7747347950935364,0.0016361033471947646,0.11940298507462686,0.003227975790181574
0.6742843985557556,0.614010214805603,0.5652152299880981,0.5638013482093811,0.0029300962745918793,0.417910447761194,0.005819391042294502
0.6255339980125427,0.5955331921577454,0.5292830467224121,0.5280099511146545,0.00414617683926333,0.6417910447761194,0.008239126269400267
0.6017797589302063,0.5762798190116882,0.6125498414039612,0.6124046444892883,0.0058589172720881185,0.746268656716418,0.011626555051738171
0.5702097415924072,0.5403883457183838,0.8341920375823975,0.8359980583190918,0.014754398826979473,0.8009950248756219,0.028975074237379644
0.5334511399269104,0.48120155930519104,0.8381169438362122,0.8401015400886536,0.016038266741699492,0.8507462686567164,0.031483015741507865
0.4975530505180359,0.4038521647453308,0.8267335295677185,0.8290829658508301,0.01569762343243006,0.8905472636815921,0.030851430541192687
0.47213849425315857,0.3591194152832031,0.8113605976104736,0.814173698425293,0.014767591994835377,0.9104477611940298,0.029063765584054633
0.44331055879592896,0.3415331542491913,0.7980584502220154,0.8007842302322388,0.014226571321038765,0.9402985074626866,0.028029067180780066
0.4040602445602417,0.36561110615730286,0.7731030583381653,0.7746132016181946,0.012918692148897916,0.9651741293532339,0.025496123012222368
0.38696807622909546,0.41991356015205383,0.756274938583374,0.7578345537185669,0.012033992928478383,0.9651741293532339,0.023771596618061514
0.3664844334125519,0.45550379157066345,0.7664766907691956,0.7680932283401489,0.012559886054641978,0.9651741293532339,0.02479708570332971
0.3613205552101135,0.45352691411972046,0.7926098704338074,0.7944162487983704,0.014075262543757293,0.9601990049751243,0.02774383669948969
0.3334702253341675,0.42065611481666565,0.8112390041351318,0.8135201930999756,0.015417971573114912,0.9552238805970149,0.030346135609293504
0.34109121561050415,0.37755119800567627,0.8261864185333252,0.8280342817306519,0.016782608695652172,0.9601990049751243,0.03298863345013246
0.3273317813873291,0.33727431297302246,0.8560317754745483,0.8579744100570679,0.01984877126654064,0.9402985074626866,0.038876889848812095
0.30955055356025696,0.3038109838962555,0.8810251355171204,0.881242573261261,0.022576194656967266,0.8955223880597015,0.04404208465867385
0.3044036328792572,0.28509360551834106,0.8915270566940308,0.8910909295082092,0.023923444976076555,0.8706467661691543,0.04656732304417243
0.303806334733963,0.27703699469566345,0.8959572911262512,0.8953311443328857,0.024466571834992887,0.8557213930348259,0.04757294979947448
0.2874591052532196,0.269847571849823,0.8979900479316711,0.8970333337783813,0.025,0.8606965174129353,0.048588681364976835
0.2865333557128906,0.26610663533210754,0.898924708366394,0.8980668187141418,0.02510948905109489,0.8557213930348259,0.048787406041696214
0.2840687334537506,0.26538345217704773,0.8983547687530518,0.8974741101264954,0.025380710659898477,0.8706467661691543,0.049323562570462234
0.2908298075199127,0.2738408148288727,0.8951935768127441,0.8945104479789734,0.024816694867456288,0.8756218905472637,0.04826546003016591
0.2707851231098175,0.26932787895202637,0.8950492143630981,0.894586443901062,0.02523614831524038,0.8905472636815921,0.049081436797367706
0.2669055461883545,0.2568569779396057,0.8966336250305176,0.895923912525177,0.025417678137940884,0.8855721393034826,0.04941699056079956
0.2611596882343292,0.24659548699855804,0.8980394601821899,0.8973981142044067,0.025774688676513176,0.8855721393034826,0.050091459124806524
0.2587318420410156,0.25000256299972534,0.8960523009300232,0.8956807255744934,0.025765124555160144,0.900497512437811,0.050096872405203434
0.2709040641784668,0.26559850573539734,0.892385721206665,0.8923219442367554,0.0253723110865968,0.9154228855721394,0.04937609016503421
0.24874988198280334,0.2771432399749756,0.8900490403175354,0.8905589580535889,0.025230602278893108,0.9253731343283582,0.04912188036445266
0.25251877307891846,0.2689933180809021,0.8923325538635254,0.8933402299880981,0.02574092110755531,0.9203980099502488,0.05008121277747699
0.25747567415237427,0.2565060257911682,0.8949846029281616,0.8953615427017212,0.026091888825865002,0.9154228855721394,0.05073762581000965
0.24978303909301758,0.2506474256515503,0.8970743417739868,0.8978844285011292,0.02685830429732869,0.9203980099502488,0.05219353928621808
0.2510000765323639,0.25137192010879517,0.8996124267578125,0.9004225134849548,0.027385027533859206,0.9154228855721394,0.05317919075144509
0.241506427526474,0.25584399700164795,0.9012196660041809,0.9017751216888428,0.027610138805069403,0.9104477611940298,0.05359496265924733
0.24702933430671692,0.25305432081222534,0.902929425239563,0.9035381078720093,0.028101965601965602,0.9104477611940298,0.05452107850439445
0.24997268617153168,0.2415856271982193,0.9052015542984009,0.9056658148765564,0.02827521206409048,0.8955223880597015,0.0548195523069895
0.23727741837501526,0.23395106196403503,0.9074622988700867,0.9081887006759644,0.02888028396256857,0.8905472636815921,0.05594624160025004
